month,borough,day_type,trip_type,route_id,actual_number_of_buses,scheduled_number_of_buses,service_delivered
2016-12,Bronx,1,LCL/LTD,BX23,903,903,1
2016-12,Bronx,1,LCL/LTD,BX24,210,210,1
2016-12,Bronx,1,LCL/LTD,BX26,743,757,0.981505945
2016-12,Bronx,1,LCL/LTD,BX27,962,966,0.995859213
2016-12,Bronx,1,LCL/LTD,BX28,527,535,0.985046729
2016-12,Bronx,1,LCL/LTD,BX29,410,420,0.976190476
2016-12,Bronx,1,LCL/LTD,BX3,927,935,0.99144385
2016-12,Bronx,1,LCL/LTD,BX30,852,859,0.99185099
2016-12,Bronx,1,LCL/LTD,BX31,633,637,0.993720565
2016-12,Bronx,1,LCL/LTD,BX32,499,512,0.974609375
2016-12,Bronx,1,LCL/LTD,BX33,343,342,1.002923977
2016-12,Bronx,1,LCL/LTD,BX34,447,454,0.984581498
2016-12,Bronx,1,LCL/LTD,BX35,1035,1064,0.972744361
2016-12,Bronx,1,LCL/LTD,BX36,1442,1471,0.98028552
2016-12,Bronx,1,LCL/LTD,BX38,506,518,0.976833977
2016-12,Bronx,1,LCL/LTD,BX39,793,804,0.986318408
2016-12,Bronx,1,LCL/LTD,BX4,386,387,0.997416021
2016-12,Bronx,1,LCL/LTD,BX40,412,429,0.96037296
2016-12,Bronx,1,LCL/LTD,BX41,528,522,1.011494253
2016-12,Bronx,1,LCL/LTD,BX42,440,442,0.995475113
2016-12,Bronx,1,LCL/LTD,BX46,188,190,0.989473684
2016-12,Bronx,1,LCL/LTD,BX4A,405,429,0.944055944
2016-12,Bronx,1,LCL/LTD,BX5,758,769,0.985695709
2016-12,Bronx,1,LCL/LTD,BX6,1165,1187,0.98146588
2016-12,Bronx,1,LCL/LTD,BX7,842,876,0.961187215
2016-12,Bronx,1,LCL/LTD,BX8,530,531,0.998116761
2016-12,Bronx,1,LCL/LTD,BX9,1125,1173,0.959079284
2016-12,Bronx,2,LCL/LTD,BX1,190,194,0.979381443
2016-12,Bronx,2,LCL/LTD,BX10,200,195,1.025641026
2016-12,Bronx,2,LCL/LTD,BX11,260,262,0.992366412
2016-12,Bronx,2,LCL/LTD,BX12,244,243,1.004115226
2016-12,Bronx,2,LCL/LTD,BX13,299,300,0.996666667
2016-12,Bronx,2,LCL/LTD,BX15,349,360,0.969444444
2016-12,Bronx,2,LCL/LTD,BX16,135,140,0.964285714
2016-12,Bronx,2,LCL/LTD,BX17,227,223,1.01793722
2016-12,Bronx,2,LCL/LTD,BX18,84,90,0.933333333
2016-12,Bronx,2,LCL/LTD,BX19,327,328,0.99695122
2016-12,Bronx,2,LCL/LTD,BX2,189,189,1
2016-12,Bronx,2,LCL/LTD,BX21,218,220,0.990909091
2016-12,Bronx,2,LCL/LTD,BX22,236,250,0.944
2016-12,Bronx,2,LCL/LTD,BX23,101,100,1.01
2016-12,Bronx,2,LCL/LTD,BX24,100,100,1
2016-12,Bronx,2,LCL/LTD,BX26,170,172,0.988372093
2016-12,Bronx,2,LCL/LTD,BX27,214,209,1.023923445
2016-12,Bronx,2,LCL/LTD,BX28,155,150,1.033333333
2016-12,Bronx,2,LCL/LTD,BX29,128,130,0.984615385
2016-12,Bronx,2,LCL/LTD,BX3,339,342,0.99122807
2016-12,Bronx,2,LCL/LTD,BX30,160,163,0.981595092
2016-12,Bronx,2,LCL/LTD,BX31,153,150,1.02
2016-12,Bronx,2,LCL/LTD,BX32,93,95,0.978947368
2016-12,Bronx,2,LCL/LTD,BX33,95,95,1
2016-12,Bronx,2,LCL/LTD,BX34,134,130,1.030769231
2016-12,Bronx,2,LCL/LTD,BX35,311,316,0.984177215
2016-12,Bronx,2,LCL/LTD,BX36,409,406,1.007389163
2016-12,Bronx,2,LCL/LTD,BX38,135,140,0.964285714
2016-12,Bronx,2,LCL/LTD,BX39,227,230,0.986956522
2016-12,Bronx,2,LCL/LTD,BX4,127,130,0.976923077
2016-12,Bronx,2,LCL/LTD,BX40,128,119,1.075630252
2016-12,Bronx,2,LCL/LTD,BX41,236,235,1.004255319
2016-12,Bronx,2,LCL/LTD,BX42,136,138,0.985507246
2016-12,Bronx,2,LCL/LTD,BX46,69,70,0.985714286
2016-12,Bronx,2,LCL/LTD,BX4A,111,109,1.018348624
2016-12,Bronx,2,LCL/LTD,BX5,233,235,0.991489362
2016-12,Bronx,2,LCL/LTD,BX6,324,318,1.018867925
2016-12,Bronx,2,LCL/LTD,BX7,260,260,1
2016-12,Bronx,2,LCL/LTD,BX8,100,100,1
2016-12,Bronx,2,LCL/LTD,BX9,345,339,1.017699115
2016-12,Bronx,1,SBS,SBS12,1303,1317,0.98936978
2016-12,Bronx,1,SBS,SBS41,778,804,0.967661692
2016-12,Bronx,2,SBS,SBS12,420,417,1.007194245
2016-12,Bronx,2,SBS,SBS41,250,259,0.965250965
2016-12,Brooklyn,1,EXP,BM1,613,630,0.973015873
2016-12,Brooklyn,1,EXP,BM2,483,483,1
2016-12,Brooklyn,1,EXP,BM3,408,439,0.929384966
2016-12,Brooklyn,1,EXP,BM4,405,419,0.966587112
2016-12,Brooklyn,1,EXP,BM5,261,273,0.956043956
2016-12,Brooklyn,1,EXP,X27,672,714,0.941176471
2016-12,Brooklyn,1,EXP,X28,676,693,0.975468975
2016-12,Brooklyn,1,EXP,X37,579,609,0.950738916
2016-12,Brooklyn,1,EXP,X38,532,546,0.974358974
2016-12,Brooklyn,2,EXP,BM1,23,17,1.352941176
2016-12,Brooklyn,2,EXP,BM2,19,19,1
2016-12,Brooklyn,2,EXP,BM3,25,19,1.315789474
2016-12,Brooklyn,2,EXP,BM4,25,25,1
2016-12,Brooklyn,2,EXP,BM5,24,24,1
2016-12,Brooklyn,2,EXP,X27,78,80,0.975
2016-12,Brooklyn,2,EXP,X28,78,80,0.975
2016-12,Brooklyn,1,LCL/LTD,B1,1496,1594,0.938519448
2016-12,Brooklyn,1,LCL/LTD,B100,1041,1113,0.935309973
2016-12,Brooklyn,1,LCL/LTD,B103,1607,1764,0.910997732
2016-12,Brooklyn,1,LCL/LTD,B11,783,803,0.9750934
2016-12,Brooklyn,1,LCL/LTD,B12,1029,1056,0.974431818
2016-12,Brooklyn,1,LCL/LTD,B13,508,521,0.975047985
2016-12,Brooklyn,1,LCL/LTD,B14,502,497,1.010060362
2016-12,Brooklyn,1,LCL/LTD,B15,905,901,1.004439512
2016-12,Brooklyn,1,LCL/LTD,B16,594,629,0.944356121
2016-12,Brooklyn,1,LCL/LTD,B17,1074,1120,0.958928571
2016-12,Brooklyn,1,LCL/LTD,B2,488,496,0.983870968
2016-12,Brooklyn,1,LCL/LTD,B20,638,665,0.959398496
2016-12,Brooklyn,1,LCL/LTD,B24,322,315,1.022222222
2016-12,Brooklyn,1,LCL/LTD,B25,704,706,0.997167139
2016-12,Brooklyn,1,LCL/LTD,B26,811,825,0.983030303
2016-12,Brooklyn,1,LCL/LTD,B3,483,496,0.973790323
2016-12,Brooklyn,1,LCL/LTD,B31,518,552,0.938405797
2016-12,Brooklyn,1,LCL/LTD,B32,207,210,0.985714286
2016-12,Brooklyn,1,LCL/LTD,B35,1792,1911,0.937728938
2016-12,Brooklyn,1,LCL/LTD,B36,1069,1078,0.991651206
2016-12,Brooklyn,1,LCL/LTD,B37,324,315,1.028571429
2016-12,Brooklyn,1,LCL/LTD,B38,1576,1583,0.995578016
2016-12,Brooklyn,1,LCL/LTD,B4,414,420,0.985714286
2016-12,Brooklyn,1,LCL/LTD,B41,1766,1851,0.954078876
2016-12,Brooklyn,1,LCL/LTD,B43,580,611,0.949263502
2016-12,Brooklyn,1,LCL/LTD,B44,790,811,0.974106042
2016-12,Brooklyn,1,LCL/LTD,B45,565,576,0.980902778
2016-12,Brooklyn,1,LCL/LTD,B46,1398,1470,0.951020408
2016-12,Brooklyn,1,LCL/LTD,B47,617,635,0.971653543
2016-12,Brooklyn,1,LCL/LTD,B48,396,420,0.942857143
2016-12,Brooklyn,1,LCL/LTD,B49,797,817,0.975520196
2016-12,Brooklyn,1,LCL/LTD,B52,916,927,0.988133765
2016-12,Brooklyn,1,LCL/LTD,B54,751,774,0.970284238
2016-12,Brooklyn,1,LCL/LTD,B57,443,462,0.958874459
2016-12,Brooklyn,1,LCL/LTD,B6,1882,1943,0.96860525
2016-12,Brooklyn,1,LCL/LTD,B60,631,661,0.954614221
2016-12,Brooklyn,1,LCL/LTD,B61,687,714,0.962184874
2016-12,Brooklyn,1,LCL/LTD,B62,458,462,0.991341991
2016-12,Brooklyn,1,LCL/LTD,B63,624,609,1.024630542
2016-12,Brooklyn,1,LCL/LTD,B64,467,462,1.010822511
2016-12,Brooklyn,1,LCL/LTD,B65,481,513,0.937621832
2016-12,Brooklyn,1,LCL/LTD,B67,432,433,0.997690531
2016-12,Brooklyn,1,LCL/LTD,B68,754,777,0.97039897
2016-12,Brooklyn,1,LCL/LTD,B69,419,429,0.976689977
2016-12,Brooklyn,1,LCL/LTD,B7,455,475,0.957894737
2016-12,Brooklyn,1,LCL/LTD,B70,451,462,0.976190476
2016-12,Brooklyn,1,LCL/LTD,B74,761,765,0.994771242
2016-12,Brooklyn,1,LCL/LTD,B8,963,984,0.978658537
2016-12,Brooklyn,1,LCL/LTD,B82,1354,1367,0.990490124
2016-12,Brooklyn,1,LCL/LTD,B83,822,850,0.967058824
2016-12,Brooklyn,1,LCL/LTD,B84,210,210,1
2016-12,Brooklyn,1,LCL/LTD,B9,770,762,1.010498688
2016-12,Brooklyn,2,LCL/LTD,B1,278,293,0.948805461
2016-12,Brooklyn,2,LCL/LTD,B100,119,120,0.991666667
2016-12,Brooklyn,2,LCL/LTD,B103,276,275,1.003636364
2016-12,Brooklyn,2,LCL/LTD,B11,199,196,1.015306122
2016-12,Brooklyn,2,LCL/LTD,B12,336,345,0.973913043
2016-12,Brooklyn,2,LCL/LTD,B13,115,110,1.045454545
2016-12,Brooklyn,2,LCL/LTD,B14,174,160,1.0875
2016-12,Brooklyn,2,LCL/LTD,B15,351,355,0.988732394
2016-12,Brooklyn,2,LCL/LTD,B16,148,150,0.986666667
2016-12,Brooklyn,2,LCL/LTD,B17,249,260,0.957692308
2016-12,Brooklyn,2,LCL/LTD,B2,138,150,0.92
2016-12,Brooklyn,2,LCL/LTD,B20,157,160,0.98125
2016-12,Brooklyn,2,LCL/LTD,B24,104,100,1.04
2016-12,Brooklyn,2,LCL/LTD,B25,244,245,0.995918367
2016-12,Brooklyn,2,LCL/LTD,B26,261,265,0.98490566
2016-12,Brooklyn,2,LCL/LTD,B3,202,202,1
2016-12,Brooklyn,2,LCL/LTD,B31,151,150,1.006666667
2016-12,Brooklyn,2,LCL/LTD,B32,98,98,1
2016-12,Brooklyn,2,LCL/LTD,B35,545,549,0.992714026
2016-12,Brooklyn,2,LCL/LTD,B36,199,200,0.995
2016-12,Brooklyn,2,LCL/LTD,B37,99,100,0.99
2016-12,Brooklyn,2,LCL/LTD,B38,381,393,0.969465649
2016-12,Brooklyn,2,LCL/LTD,B4,135,140,0.964285714
2016-12,Brooklyn,2,LCL/LTD,B41,588,595,0.988235294
2016-12,Brooklyn,2,LCL/LTD,B43,170,175,0.971428571
2016-12,Brooklyn,2,LCL/LTD,B44,304,315,0.965079365
2016-12,Brooklyn,2,LCL/LTD,B45,186,185,1.005405405
2016-12,Brooklyn,2,LCL/LTD,B46,381,395,0.964556962
2016-12,Brooklyn,2,LCL/LTD,B47,175,175,1
2016-12,Brooklyn,2,LCL/LTD,B48,135,135,1
2016-12,Brooklyn,2,LCL/LTD,B49,173,170,1.017647059
2016-12,Brooklyn,2,LCL/LTD,B52,267,265,1.00754717
2016-12,Brooklyn,2,LCL/LTD,B54,190,190,1
2016-12,Brooklyn,2,LCL/LTD,B57,164,160,1.025
2016-12,Brooklyn,2,LCL/LTD,B6,459,470,0.976595745
2016-12,Brooklyn,2,LCL/LTD,B60,160,160,1
2016-12,Brooklyn,2,LCL/LTD,B61,205,210,0.976190476
2016-12,Brooklyn,2,LCL/LTD,B62,178,185,0.962162162
2016-12,Brooklyn,2,LCL/LTD,B63,207,209,0.990430622
2016-12,Brooklyn,2,LCL/LTD,B64,193,195,0.98974359
2016-12,Brooklyn,2,LCL/LTD,B65,133,135,0.985185185
2016-12,Brooklyn,2,LCL/LTD,B67,99,100,0.99
2016-12,Brooklyn,2,LCL/LTD,B68,285,289,0.98615917
2016-12,Brooklyn,2,LCL/LTD,B69,84,88,0.954545455
2016-12,Brooklyn,2,LCL/LTD,B7,135,140,0.964285714
2016-12,Brooklyn,2,LCL/LTD,B70,125,134,0.932835821
2016-12,Brooklyn,2,LCL/LTD,B74,194,200,0.97
2016-12,Brooklyn,2,LCL/LTD,B8,249,250,0.996
2016-12,Brooklyn,2,LCL/LTD,B82,281,285,0.985964912
2016-12,Brooklyn,2,LCL/LTD,B83,217,230,0.943478261
2016-12,Brooklyn,2,LCL/LTD,B84,50,50,1
2016-12,Brooklyn,2,LCL/LTD,B9,260,265,0.981132075
2016-12,Brooklyn,1,SBS,SB44,1108,1145,0.96768559
2016-12,Brooklyn,1,SBS,SBS46,2057,2100,0.97952381
2016-12,Brooklyn,2,SBS,SB44,271,285,0.950877193
2016-12,Brooklyn,2,SBS,SBS46,397,410,0.968292683
2016-12,Manhattan,1,LCL/LTD,M1,958,1018,0.941060904
2016-12,Manhattan,1,LCL/LTD,M10,664,660,1.006060606
2016-12,Manhattan,1,LCL/LTD,M100,706,707,0.998585573
2016-12,Manhattan,1,LCL/LTD,M101,956,1025,0.932682927
2016-12,Manhattan,1,LCL/LTD,M102,574,614,0.93485342
2016-12,Manhattan,1,LCL/LTD,M103,490,538,0.910780669
2016-12,Manhattan,1,LCL/LTD,M104,596,609,0.97865353
2016-12,Manhattan,1,LCL/LTD,M106,404,404,1
2016-12,Manhattan,1,LCL/LTD,M11,615,610,1.008196721
2016-12,Manhattan,1,LCL/LTD,M116,802,813,0.986469865
2016-12,Manhattan,1,LCL/LTD,M12,214,210,1.019047619
2016-12,Manhattan,1,LCL/LTD,M14A,642,648,0.990740741
2016-12,Manhattan,1,LCL/LTD,M14D,1353,1411,0.958894401
2016-12,Manhattan,1,LCL/LTD,M15,637,661,0.963691377
2016-12,Manhattan,1,LCL/LTD,M2,692,731,0.946648427
2016-12,Manhattan,1,LCL/LTD,M20,342,378,0.904761905
2016-12,Manhattan,1,LCL/LTD,M21,343,366,0.93715847
2016-12,Manhattan,1,LCL/LTD,M22,550,573,0.959860384
2016-12,Manhattan,1,LCL/LTD,M3,560,571,0.980735552
2016-12,Manhattan,1,LCL/LTD,M31,737,750,0.982666667
2016-12,Manhattan,1,LCL/LTD,M4,1015,1039,0.976900866
2016-12,Manhattan,1,LCL/LTD,M42,1285,1344,0.95610119
2016-12,Manhattan,1,LCL/LTD,M5,813,874,0.93020595
2016-12,Manhattan,1,LCL/LTD,M50,396,412,0.961165049
2016-12,Manhattan,1,LCL/LTD,M57,671,686,0.978134111
2016-12,Manhattan,1,LCL/LTD,M66,1254,1321,0.949280848
2016-12,Manhattan,1,LCL/LTD,M7,744,761,0.977660972
2016-12,Manhattan,1,LCL/LTD,M72,620,640,0.96875
2016-12,Manhattan,1,LCL/LTD,M79,1151,1199,0.959966639
2016-12,Manhattan,1,LCL/LTD,M8,400,418,0.956937799
2016-12,Manhattan,1,LCL/LTD,M9,551,586,0.940273038
2016-12,Manhattan,1,LCL/LTD,M96,1521,1580,0.962658228
2016-12,Manhattan,1,LCL/LTD,M98,510,509,1.001964637
2016-12,Manhattan,2,LCL/LTD,M1,225,235,0.957446809
2016-12,Manhattan,2,LCL/LTD,M10,219,223,0.98206278
2016-12,Manhattan,2,LCL/LTD,M100,208,215,0.96744186
2016-12,Manhattan,2,LCL/LTD,M101,277,301,0.920265781
2016-12,Manhattan,2,LCL/LTD,M102,214,221,0.968325792
2016-12,Manhattan,2,LCL/LTD,M103,210,221,0.950226244
2016-12,Manhattan,2,LCL/LTD,M104,383,397,0.964735516
2016-12,Manhattan,2,LCL/LTD,M106,72,70,1.028571429
2016-12,Manhattan,2,LCL/LTD,M11,212,214,0.990654206
2016-12,Manhattan,2,LCL/LTD,M116,236,230,1.026086957
2016-12,Manhattan,2,LCL/LTD,M12,98,98,1
2016-12,Manhattan,2,LCL/LTD,M14A,211,215,0.981395349
2016-12,Manhattan,2,LCL/LTD,M14D,353,356,0.991573034
2016-12,Manhattan,2,LCL/LTD,M15,252,271,0.929889299
2016-12,Manhattan,2,LCL/LTD,M2,272,281,0.96797153
2016-12,Manhattan,2,LCL/LTD,M20,112,120,0.933333333
2016-12,Manhattan,2,LCL/LTD,M21,100,100,1
2016-12,Manhattan,2,LCL/LTD,M22,139,140,0.992857143
2016-12,Manhattan,2,LCL/LTD,M3,233,244,0.954918033
2016-12,Manhattan,2,LCL/LTD,M31,186,189,0.984126984
2016-12,Manhattan,2,LCL/LTD,M4,234,241,0.970954357
2016-12,Manhattan,2,LCL/LTD,M42,238,243,0.979423868
2016-12,Manhattan,2,LCL/LTD,M5,197,195,1.01025641
2016-12,Manhattan,2,LCL/LTD,M50,99,100,0.99
2016-12,Manhattan,2,LCL/LTD,M57,174,174,1
2016-12,Manhattan,2,LCL/LTD,M66,216,223,0.968609865
2016-12,Manhattan,2,LCL/LTD,M7,280,292,0.95890411
2016-12,Manhattan,2,LCL/LTD,M72,144,145,0.993103448
2016-12,Manhattan,2,LCL/LTD,M79,283,290,0.975862069
2016-12,Manhattan,2,LCL/LTD,M8,87,90,0.966666667
2016-12,Manhattan,2,LCL/LTD,M9,126,140,0.9
2016-12,Manhattan,2,LCL/LTD,M96,293,297,0.986531987
2016-12,Manhattan,1,SBS,M34,621,639,0.971830986
2016-12,Manhattan,1,SBS,M34A,640,656,0.975609756
2016-12,Manhattan,1,SBS,SBS15,1329,1364,0.974340176
2016-12,Manhattan,1,SBS,SBS23,702,697,1.007173601
2016-12,Manhattan,1,SBS,SBS60,697,732,0.952185792
2016-12,Manhattan,1,SBS,SBS86,1378,1412,0.97592068
2016-12,Manhattan,2,SBS,M34,140,139,1.007194245
2016-12,Manhattan,2,SBS,M34A,139,138,1.007246377
2016-12,Manhattan,2,SBS,SBS15,272,282,0.964539007
2016-12,Manhattan,2,SBS,SBS23,238,246,0.967479675
2016-12,Manhattan,2,SBS,SBS60,286,283,1.010600707
2016-12,Manhattan,2,SBS,SBS86,351,362,0.96961326
2016-12,Queens,1,EXP,QM1,110,126,0.873015873
2016-12,Queens,1,EXP,QM10,75,63,1.19047619
2016-12,Queens,1,EXP,QM11,342,357,0.957983193
2016-12,Queens,1,EXP,QM12,125,126,0.992063492
2016-12,Queens,1,EXP,QM15,387,406,0.95320197
2016-12,Queens,1,EXP,QM17,120,126,0.952380952
2016-12,Queens,1,EXP,QM18,84,84,1
2016-12,Queens,1,EXP,QM2,398,420,0.947619048
2016-12,Queens,1,EXP,QM20,423,441,0.959183673
2016-12,Queens,1,EXP,QM21,83,84,0.988095238
2016-12,Queens,1,EXP,QM24,110,125,0.88
2016-12,Queens,1,EXP,QM25,122,126,0.968253968
2016-12,Queens,1,EXP,QM31,117,105,1.114285714
2016-12,Queens,1,EXP,QM32,358,357,1.00280112
2016-12,Queens,1,EXP,QM34,205,210,0.976190476
2016-12,Queens,1,EXP,QM35,224,231,0.96969697
2016-12,Queens,1,EXP,QM36,104,105,0.99047619
2016-12,Queens,1,EXP,QM4,207,209,0.990430622
2016-12,Queens,1,EXP,QM40,79,84,0.94047619
2016-12,Queens,1,EXP,QM42,105,105,1
2016-12,Queens,1,EXP,QM44,105,105,1
2016-12,Queens,1,EXP,QM5,546,567,0.962962963
2016-12,Queens,1,EXP,QM6,276,272,1.014705882
2016-12,Queens,1,EXP,QM7,431,441,0.977324263
2016-12,Queens,1,EXP,QM8,210,200,1.05
2016-12,Queens,1,EXP,X63,380,387,0.981912145
2016-12,Queens,1,EXP,X64,231,244,0.946721311
2016-12,Queens,1,EXP,X68,326,328,0.993902439
2016-12,Queens,2,EXP,QM15,22,22,1
2016-12,Queens,2,EXP,QM2,40,34,1.176470588
2016-12,Queens,2,EXP,QM4,44,44,1
2016-12,Queens,2,EXP,QM5,43,42,1.023809524
2016-12,Queens,2,EXP,QM6,44,40,1.1
2016-12,Queens,1,LCL/LTD,Q1,631,644,0.979813665
2016-12,Queens,1,LCL/LTD,Q10,1578,1701,0.927689594
2016-12,Queens,1,LCL/LTD,Q100,448,462,0.96969697
2016-12,Queens,1,LCL/LTD,Q101,461,504,0.91468254
2016-12,Queens,1,LCL/LTD,Q102,320,336,0.952380952
2016-12,Queens,1,LCL/LTD,Q103,347,357,0.971988796
2016-12,Queens,1,LCL/LTD,Q104,301,294,1.023809524
2016-12,Queens,1,LCL/LTD,Q11,581,588,0.988095238
2016-12,Queens,1,LCL/LTD,Q110,1039,1092,0.951465201
2016-12,Queens,1,LCL/LTD,Q111,1460,1554,0.93951094
2016-12,Queens,1,LCL/LTD,Q112,697,714,0.976190476
2016-12,Queens,1,LCL/LTD,Q113,406,420,0.966666667
2016-12,Queens,1,LCL/LTD,Q114,396,420,0.942857143
2016-12,Queens,1,LCL/LTD,Q12,1131,1170,0.966666667
2016-12,Queens,1,LCL/LTD,Q13,780,812,0.960591133
2016-12,Queens,1,LCL/LTD,Q15,398,404,0.985148515
2016-12,Queens,1,LCL/LTD,Q15A,390,408,0.955882353
2016-12,Queens,1,LCL/LTD,Q16,699,703,0.9943101
2016-12,Queens,1,LCL/LTD,Q17,1382,1418,0.97461213
2016-12,Queens,1,LCL/LTD,Q18,681,693,0.982683983
2016-12,Queens,1,LCL/LTD,Q19,341,357,0.955182073
2016-12,Queens,1,LCL/LTD,Q2,802,829,0.967430639
2016-12,Queens,1,LCL/LTD,Q20A,433,438,0.988584475
2016-12,Queens,1,LCL/LTD,Q20B,378,392,0.964285714
2016-12,Queens,1,LCL/LTD,Q21,210,231,0.909090909
2016-12,Queens,1,LCL/LTD,Q22,699,714,0.978991597
2016-12,Queens,1,LCL/LTD,Q23,834,882,0.945578231
2016-12,Queens,1,LCL/LTD,Q24,612,626,0.977635783
2016-12,Queens,1,LCL/LTD,Q25,1310,1386,0.945165945
2016-12,Queens,1,LCL/LTD,Q26,524,546,0.95970696
2016-12,Queens,1,LCL/LTD,Q27,1941,2007,0.967115097
2016-12,Queens,1,LCL/LTD,Q28,1053,1104,0.953804348
2016-12,Queens,1,LCL/LTD,Q29,664,714,0.929971989
2016-12,Queens,1,LCL/LTD,Q3,660,682,0.967741935
2016-12,Queens,1,LCL/LTD,Q30,1110,1140,0.973684211
2016-12,Queens,1,LCL/LTD,Q31,624,619,1.008077544
2016-12,Queens,1,LCL/LTD,Q32,650,664,0.978915663
2016-12,Queens,1,LCL/LTD,Q33,913,926,0.985961123
2016-12,Queens,1,LCL/LTD,Q34,580,609,0.952380952
2016-12,Queens,1,LCL/LTD,Q35,591,588,1.005102041
2016-12,Queens,1,LCL/LTD,Q36,1158,1183,0.978867287
2016-12,Queens,1,LCL/LTD,Q37,1062,1113,0.954177898
2016-12,Queens,1,LCL/LTD,Q38,511,525,0.973333333
2016-12,Queens,1,LCL/LTD,Q39,859,924,0.92965368
2016-12,Queens,1,LCL/LTD,Q4,1417,1435,0.987456446
2016-12,Queens,1,LCL/LTD,Q40,810,882,0.918367347
2016-12,Queens,1,LCL/LTD,Q41,677,714,0.948179272
2016-12,Queens,1,LCL/LTD,Q42,421,420,1.002380952
2016-12,Queens,1,LCL/LTD,Q43,2134,2157,0.989337042
2016-12,Queens,1,LCL/LTD,Q46,2582,2644,0.976550681
2016-12,Queens,1,LCL/LTD,Q47,697,735,0.94829932
2016-12,Queens,1,LCL/LTD,Q48,392,399,0.98245614
2016-12,Queens,1,LCL/LTD,Q49,1582,1638,0.965811966
2016-12,Queens,1,LCL/LTD,Q5,1726,1768,0.976244344
2016-12,Queens,1,LCL/LTD,Q50,415,420,0.988095238
2016-12,Queens,1,LCL/LTD,Q52,509,525,0.96952381
2016-12,Queens,1,LCL/LTD,Q53,826,882,0.936507937
2016-12,Queens,1,LCL/LTD,Q54,686,707,0.97029703
2016-12,Queens,1,LCL/LTD,Q55,808,838,0.964200477
2016-12,Queens,1,LCL/LTD,Q56,466,479,0.972860125
2016-12,Queens,1,LCL/LTD,Q58,1513,1550,0.976129032
2016-12,Queens,1,LCL/LTD,Q59,555,543,1.022099448
2016-12,Queens,1,LCL/LTD,Q6,1812,1974,0.917933131
2016-12,Queens,1,LCL/LTD,Q60,586,651,0.90015361
2016-12,Queens,1,LCL/LTD,Q64,1814,1932,0.938923395
2016-12,Queens,1,LCL/LTD,Q65,1225,1260,0.972222222
2016-12,Queens,1,LCL/LTD,Q66,832,861,0.966318235
2016-12,Queens,1,LCL/LTD,Q67,487,504,0.966269841
2016-12,Queens,1,LCL/LTD,Q69,827,882,0.937641723
2016-12,Queens,1,LCL/LTD,Q7,593,630,0.941269841
2016-12,Queens,1,LCL/LTD,Q72,475,504,0.942460317
2016-12,Queens,1,LCL/LTD,Q76,619,628,0.98566879
2016-12,Queens,1,LCL/LTD,Q77,685,682,1.004398827
2016-12,Queens,1,LCL/LTD,Q8,810,840,0.964285714
2016-12,Queens,1,LCL/LTD,Q83,1474,1506,0.97875166
2016-12,Queens,1,LCL/LTD,Q84,757,786,0.963104326
2016-12,Queens,1,LCL/LTD,Q85,1723,1769,0.973996608
2016-12,Queens,1,LCL/LTD,Q88,903,937,0.963713981
2016-12,Queens,1,LCL/LTD,Q9,786,800,0.9825
2016-12,Queens,2,LCL/LTD,Q1,171,175,0.977142857
2016-12,Queens,2,LCL/LTD,Q10,419,430,0.974418605
2016-12,Queens,2,LCL/LTD,Q100,223,230,0.969565217
2016-12,Queens,2,LCL/LTD,Q101,95,95,1
2016-12,Queens,2,LCL/LTD,Q102,97,100,0.97
2016-12,Queens,2,LCL/LTD,Q103,89,90,0.988888889
2016-12,Queens,2,LCL/LTD,Q104,82,80,1.025
2016-12,Queens,2,LCL/LTD,Q11,94,100,0.94
2016-12,Queens,2,LCL/LTD,Q110,183,185,0.989189189
2016-12,Queens,2,LCL/LTD,Q111,399,410,0.973170732
2016-12,Queens,2,LCL/LTD,Q112,147,150,0.98
2016-12,Queens,2,LCL/LTD,Q113,94,95,0.989473684
2016-12,Queens,2,LCL/LTD,Q114,117,125,0.936
2016-12,Queens,2,LCL/LTD,Q12,312,316,0.987341772
2016-12,Queens,2,LCL/LTD,Q13,194,200,0.97
2016-12,Queens,2,LCL/LTD,Q15,78,79,0.987341772
2016-12,Queens,2,LCL/LTD,Q15A,79,80,0.9875
2016-12,Queens,2,LCL/LTD,Q16,133,140,0.95
2016-12,Queens,2,LCL/LTD,Q17,399,406,0.982758621
2016-12,Queens,2,LCL/LTD,Q18,145,150,0.966666667
2016-12,Queens,2,LCL/LTD,Q19,90,95,0.947368421
2016-12,Queens,2,LCL/LTD,Q2,189,190,0.994736842
2016-12,Queens,2,LCL/LTD,Q20A,205,210,0.976190476
2016-12,Queens,2,LCL/LTD,Q21,105,100,1.05
2016-12,Queens,2,LCL/LTD,Q22,238,240,0.991666667
2016-12,Queens,2,LCL/LTD,Q23,242,240,1.008333333
2016-12,Queens,2,LCL/LTD,Q24,204,200,1.02
2016-12,Queens,2,LCL/LTD,Q25,203,200,1.015
2016-12,Queens,2,LCL/LTD,Q27,427,435,0.981609195
2016-12,Queens,2,LCL/LTD,Q28,224,230,0.973913043
2016-12,Queens,2,LCL/LTD,Q29,149,155,0.961290323
2016-12,Queens,2,LCL/LTD,Q3,149,150,0.993333333
2016-12,Queens,2,LCL/LTD,Q30,163,180,0.905555556
2016-12,Queens,2,LCL/LTD,Q31,75,75,1
2016-12,Queens,2,LCL/LTD,Q32,249,261,0.954022989
2016-12,Queens,2,LCL/LTD,Q33,194,200,0.97
