month,borough,day_type,trip_type,route_id,actual_number_of_buses,scheduled_number_of_buses,service_delivered
2015-10,Staten Island,1,EXP,X22,702,770,0.911688312
2015-10,Staten Island,1,EXP,X22A,169,176,0.960227273
2015-10,Staten Island,1,EXP,X3,364,349,1.042979943
2015-10,Staten Island,1,EXP,X30,455,484,0.940082645
2015-10,Staten Island,1,EXP,X31,355,440,0.806818182
2015-10,Staten Island,1,EXP,X4,408,416,0.980769231
2015-10,Staten Island,1,EXP,X42,296,308,0.961038961
2015-10,Staten Island,1,EXP,X5,799,836,0.955741627
2015-10,Staten Island,1,EXP,X7,813,814,0.998771499
2015-10,Staten Island,1,EXP,X8,489,506,0.966403162
2015-10,Staten Island,1,EXP,X9,571,592,0.964527027
2015-10,Staten Island,2,EXP,X1,168,170,0.988235294
2015-10,Staten Island,2,EXP,X10,59,59,1
2015-10,Staten Island,2,EXP,X17,68,84,0.80952381
2015-10,Staten Island,1,LCL/LTD,S40,448,484,0.925619835
2015-10,Staten Island,1,LCL/LTD,S42,305,308,0.99025974
2015-10,Staten Island,1,LCL/LTD,S44,430,462,0.930735931
2015-10,Staten Island,1,LCL/LTD,S46,518,528,0.981060606
2015-10,Staten Island,1,LCL/LTD,S48,487,528,0.922348485
2015-10,Staten Island,1,LCL/LTD,S51,571,572,0.998251748
2015-10,Staten Island,1,LCL/LTD,S52,350,396,0.883838384
2015-10,Staten Island,1,LCL/LTD,S53,802,814,0.985257985
2015-10,Staten Island,1,LCL/LTD,S54,348,352,0.988636364
2015-10,Staten Island,1,LCL/LTD,S55,155,220,0.704545455
2015-10,Staten Island,1,LCL/LTD,S56,209,220,0.95
2015-10,Staten Island,1,LCL/LTD,S57,334,330,1.012121212
2015-10,Staten Island,1,LCL/LTD,S59,429,418,1.026315789
2015-10,Staten Island,1,LCL/LTD,S61,432,440,0.981818182
2015-10,Staten Island,1,LCL/LTD,S62,395,418,0.944976077
2015-10,Staten Island,1,LCL/LTD,S66,364,374,0.973262032
2015-10,Staten Island,1,LCL/LTD,S74,454,484,0.938016529
2015-10,Staten Island,1,LCL/LTD,S76,484,506,0.956521739
2015-10,Staten Island,1,LCL/LTD,S78,437,506,0.863636364
2015-10,Staten Island,1,LCL/LTD,S81,176,176,1
2015-10,Staten Island,1,LCL/LTD,S84,44,110,0.4
2015-10,Staten Island,1,LCL/LTD,S86,88,88,1
2015-10,Staten Island,1,LCL/LTD,S89,396,396,1
2015-10,Staten Island,1,LCL/LTD,S90,457,462,0.989177489
2015-10,Staten Island,1,LCL/LTD,S91,454,462,0.982683983
2015-10,Staten Island,1,LCL/LTD,S92,342,328,1.042682927
2015-10,Staten Island,1,LCL/LTD,S93,483,484,0.997933884
2015-10,Staten Island,1,LCL/LTD,S94,328,330,0.993939394
2015-10,Staten Island,1,LCL/LTD,S96,503,506,0.994071146
2015-10,Staten Island,1,LCL/LTD,S98,567,572,0.991258741
2015-10,Staten Island,2,LCL/LTD,S40,146,149,0.979865772
2015-10,Staten Island,2,LCL/LTD,S44,156,157,0.993630573
2015-10,Staten Island,2,LCL/LTD,S46,163,164,0.993902439
2015-10,Staten Island,2,LCL/LTD,S48,158,173,0.913294798
2015-10,Staten Island,2,LCL/LTD,S51,92,90,1.022222222
2015-10,Staten Island,2,LCL/LTD,S52,90,95,0.947368421
2015-10,Staten Island,2,LCL/LTD,S53,229,236,0.970338983
2015-10,Staten Island,2,LCL/LTD,S57,86,88,0.977272727
2015-10,Staten Island,2,LCL/LTD,S59,144,146,0.98630137
2015-10,Staten Island,2,LCL/LTD,S61,134,131,1.022900763
2015-10,Staten Island,2,LCL/LTD,S62,101,105,0.961904762
2015-10,Staten Island,2,LCL/LTD,S74,125,135,0.925925926
2015-10,Staten Island,2,LCL/LTD,S76,88,90,0.977777778
2015-10,Staten Island,2,LCL/LTD,S78,133,132,1.007575758
2015-10,Staten Island,1,SBS,SBS79,1056,1034,1.021276596
2015-10,Staten Island,2,SBS,SBS79,261,270,0.966666667
2015-11,Bronx,1,EXP,BXM1,478,486,0.983539095
2015-11,Bronx,1,EXP,BXM10,466,468,0.995726496
2015-11,Bronx,1,EXP,BXM11,464,468,0.991452991
2015-11,Bronx,1,EXP,BXM18,178,171,1.040935673
2015-11,Bronx,1,EXP,BXM2,282,270,1.044444444
2015-11,Bronx,1,EXP,BXM3,308,306,1.006535948
2015-11,Bronx,1,EXP,BXM4,154,162,0.950617284
2015-11,Bronx,1,EXP,BXM6,266,270,0.985185185
2015-11,Bronx,1,EXP,BXM7,790,810,0.975308642
2015-11,Bronx,1,EXP,BXM8,570,594,0.95959596
2015-11,Bronx,1,EXP,BXM9,591,630,0.938095238
2015-11,Bronx,2,EXP,BXM1,49,51,0.960784314
2015-11,Bronx,2,EXP,BXM10,61,63,0.968253968
2015-11,Bronx,2,EXP,BXM11,57,61,0.93442623
2015-11,Bronx,2,EXP,BXM2,58,66,0.878787879
2015-11,Bronx,2,EXP,BXM3,33,33,1
2015-11,Bronx,2,EXP,BXM4,32,32,1
2015-11,Bronx,2,EXP,BXM6,39,39,1
2015-11,Bronx,2,EXP,BXM7,99,105,0.942857143
2015-11,Bronx,2,EXP,BXM8,54,53,1.018867925
2015-11,Bronx,2,EXP,BXM9,60,59,1.016949153
2015-11,Bronx,1,LCL/LTD,BX1,797,810,0.983950617
2015-11,Bronx,1,LCL/LTD,BX10,729,756,0.964285714
2015-11,Bronx,1,LCL/LTD,BX11,925,954,0.969601677
2015-11,Bronx,1,LCL/LTD,BX12,640,666,0.960960961
2015-11,Bronx,1,LCL/LTD,BX13,1029,1044,0.985632184
2015-11,Bronx,1,LCL/LTD,BX15,1260,1404,0.897435897
2015-11,Bronx,1,LCL/LTD,BX16,614,630,0.974603175
2015-11,Bronx,1,LCL/LTD,BX17,728,738,0.986449864
2015-11,Bronx,1,LCL/LTD,BX18,346,360,0.961111111
2015-11,Bronx,1,LCL/LTD,BX19,807,828,0.974637681
2015-11,Bronx,1,LCL/LTD,BX2,670,684,0.979532164
2015-11,Bronx,1,LCL/LTD,BX20,239,252,0.948412698
2015-11,Bronx,1,LCL/LTD,BX21,723,792,0.912878788
2015-11,Bronx,1,LCL/LTD,BX22,768,792,0.96969697
2015-11,Bronx,1,LCL/LTD,BX23,767,774,0.990956072
2015-11,Bronx,1,LCL/LTD,BX24,178,180,0.988888889
2015-11,Bronx,1,LCL/LTD,BX26,662,684,0.967836257
2015-11,Bronx,1,LCL/LTD,BX27,927,936,0.990384615
2015-11,Bronx,1,LCL/LTD,BX28,483,486,0.99382716
2015-11,Bronx,1,LCL/LTD,BX29,144,144,1
2015-11,Bronx,1,LCL/LTD,BX3,869,882,0.985260771
2015-11,Bronx,1,LCL/LTD,BX30,766,774,0.989664083
2015-11,Bronx,1,LCL/LTD,BX31,633,630,1.004761905
2015-11,Bronx,1,LCL/LTD,BX32,483,504,0.958333333
2015-11,Bronx,1,LCL/LTD,BX33,335,324,1.033950617
2015-11,Bronx,1,LCL/LTD,BX34,379,396,0.957070707
2015-11,Bronx,1,LCL/LTD,BX35,983,990,0.992929293
2015-11,Bronx,1,LCL/LTD,BX36,1384,1440,0.961111111
2015-11,Bronx,1,LCL/LTD,BX38,468,468,1
2015-11,Bronx,1,LCL/LTD,BX39,723,720,1.004166667
2015-11,Bronx,1,LCL/LTD,BX4,363,360,1.008333333
2015-11,Bronx,1,LCL/LTD,BX40,378,378,1
2015-11,Bronx,1,LCL/LTD,BX41,464,468,0.991452991
2015-11,Bronx,1,LCL/LTD,BX42,382,378,1.010582011
2015-11,Bronx,1,LCL/LTD,BX46,180,180,1
2015-11,Bronx,1,LCL/LTD,BX4A,349,360,0.969444444
2015-11,Bronx,1,LCL/LTD,BX5,653,666,0.98048048
2015-11,Bronx,1,LCL/LTD,BX6,1132,1152,0.982638889
2015-11,Bronx,1,LCL/LTD,BX7,754,792,0.952020202
2015-11,Bronx,1,LCL/LTD,BX8,515,522,0.986590038
2015-11,Bronx,1,LCL/LTD,BX9,1055,1098,0.960837887
2015-11,Bronx,2,LCL/LTD,BX1,131,136,0.963235294
2015-11,Bronx,2,LCL/LTD,BX10,225,227,0.991189427
2015-11,Bronx,2,LCL/LTD,BX11,247,251,0.984063745
2015-11,Bronx,2,LCL/LTD,BX12,280,279,1.003584229
2015-11,Bronx,2,LCL/LTD,BX13,335,341,0.982404692
2015-11,Bronx,2,LCL/LTD,BX15,377,377,1
2015-11,Bronx,2,LCL/LTD,BX16,159,161,0.98757764
2015-11,Bronx,2,LCL/LTD,BX17,217,220,0.986363636
2015-11,Bronx,2,LCL/LTD,BX18,103,108,0.953703704
2015-11,Bronx,2,LCL/LTD,BX19,322,323,0.996904025
2015-11,Bronx,2,LCL/LTD,BX2,212,221,0.959276018
2015-11,Bronx,2,LCL/LTD,BX20,14,14,1
2015-11,Bronx,2,LCL/LTD,BX21,211,212,0.995283019
2015-11,Bronx,2,LCL/LTD,BX22,280,283,0.989399293
2015-11,Bronx,2,LCL/LTD,BX23,142,143,0.993006993
2015-11,Bronx,2,LCL/LTD,BX24,110,110,1
2015-11,Bronx,2,LCL/LTD,BX26,191,201,0.950248756
2015-11,Bronx,2,LCL/LTD,BX27,208,209,0.995215311
2015-11,Bronx,2,LCL/LTD,BX28,167,167,1
2015-11,Bronx,2,LCL/LTD,BX29,52,52,1
2015-11,Bronx,2,LCL/LTD,BX3,377,375,1.005333333
2015-11,Bronx,2,LCL/LTD,BX30,205,203,1.009852217
2015-11,Bronx,2,LCL/LTD,BX31,151,158,0.955696203
2015-11,Bronx,2,LCL/LTD,BX32,87,92,0.945652174
2015-11,Bronx,2,LCL/LTD,BX33,118,118,1
2015-11,Bronx,2,LCL/LTD,BX34,150,150,1
2015-11,Bronx,2,LCL/LTD,BX35,293,297,0.986531987
2015-11,Bronx,2,LCL/LTD,BX36,357,369,0.967479675
2015-11,Bronx,2,LCL/LTD,BX38,155,155,1
2015-11,Bronx,2,LCL/LTD,BX39,258,258,1
2015-11,Bronx,2,LCL/LTD,BX4,133,141,0.943262411
2015-11,Bronx,2,LCL/LTD,BX40,139,142,0.978873239
2015-11,Bronx,2,LCL/LTD,BX41,274,276,0.992753623
2015-11,Bronx,2,LCL/LTD,BX42,147,155,0.948387097
2015-11,Bronx,2,LCL/LTD,BX46,68,70,0.971428571
2015-11,Bronx,2,LCL/LTD,BX4A,128,134,0.955223881
2015-11,Bronx,2,LCL/LTD,BX5,255,265,0.962264151
2015-11,Bronx,2,LCL/LTD,BX6,298,294,1.013605442
2015-11,Bronx,2,LCL/LTD,BX7,282,293,0.962457338
2015-11,Bronx,2,LCL/LTD,BX8,99,100,0.99
2015-11,Bronx,2,LCL/LTD,BX9,357,359,0.994428969
2015-11,Bronx,1,SBS,SBS12,1227,1224,1.00245098
2015-11,Bronx,1,SBS,SBS41,687,720,0.954166667
2015-11,Bronx,2,SBS,SBS12,467,475,0.983157895
2015-11,Bronx,2,SBS,SBS41,284,290,0.979310345
2015-11,Brooklyn,1,EXP,BM1,501,540,0.927777778
2015-11,Brooklyn,1,EXP,BM2,415,414,1.002415459
2015-11,Brooklyn,1,EXP,BM3,355,376,0.944148936
2015-11,Brooklyn,1,EXP,BM4,357,360,0.991666667
2015-11,Brooklyn,1,EXP,BM5,230,234,0.982905983
2015-11,Brooklyn,1,EXP,X27,599,630,0.950793651
2015-11,Brooklyn,1,EXP,X28,609,648,0.939814815
2015-11,Brooklyn,1,EXP,X37,528,558,0.946236559
2015-11,Brooklyn,1,EXP,X38,481,504,0.954365079
2015-11,Brooklyn,2,EXP,BM1,33,32,1.03125
2015-11,Brooklyn,2,EXP,BM2,29,30,0.966666667
2015-11,Brooklyn,2,EXP,BM3,32,30,1.066666667
2015-11,Brooklyn,2,EXP,BM4,31,31,1
2015-11,Brooklyn,2,EXP,BM5,28,29,0.965517241
2015-11,Brooklyn,2,EXP,X27,103,105,0.980952381
2015-11,Brooklyn,2,EXP,X28,21,22,0.954545455
2015-11,Brooklyn,2,EXP,X37,21,22,0.954545455
2015-11,Brooklyn,2,EXP,X38,18,18,1
2015-11,Brooklyn,1,LCL/LTD,B1,673,782,0.860613811
2015-11,Brooklyn,1,LCL/LTD,B100,915,936,0.977564103
2015-11,Brooklyn,1,LCL/LTD,B103,1416,1512,0.936507937
2015-11,Brooklyn,1,LCL/LTD,B11,683,702,0.972934473
2015-11,Brooklyn,1,LCL/LTD,B12,940,954,0.985324948
2015-11,Brooklyn,1,LCL/LTD,B13,433,450,0.962222222
2015-11,Brooklyn,1,LCL/LTD,B14,464,468,0.991452991
2015-11,Brooklyn,1,LCL/LTD,B15,772,828,0.93236715
2015-11,Brooklyn,1,LCL/LTD,B16,504,511,0.98630137
2015-11,Brooklyn,1,LCL/LTD,B17,991,1008,0.983134921
2015-11,Brooklyn,1,LCL/LTD,B2,403,432,0.93287037
2015-11,Brooklyn,1,LCL/LTD,B20,532,558,0.953405018
2015-11,Brooklyn,1,LCL/LTD,B24,105,108,0.972222222
2015-11,Brooklyn,1,LCL/LTD,B25,609,612,0.995098039
2015-11,Brooklyn,1,LCL/LTD,B26,707,738,0.95799458
2015-11,Brooklyn,1,LCL/LTD,B3,827,828,0.998792271
2015-11,Brooklyn,1,LCL/LTD,B31,462,504,0.916666667
2015-11,Brooklyn,1,LCL/LTD,B32,173,176,0.982954545
2015-11,Brooklyn,1,LCL/LTD,B35,1586,1602,0.990012484
2015-11,Brooklyn,1,LCL/LTD,B36,962,972,0.989711934
2015-11,Brooklyn,1,LCL/LTD,B37,270,288,0.9375
2015-11,Brooklyn,1,LCL/LTD,B38,1360,1422,0.956399437
2015-11,Brooklyn,1,LCL/LTD,B4,354,360,0.983333333
2015-11,Brooklyn,1,LCL/LTD,B41,1642,1670,0.983233533
2015-11,Brooklyn,1,LCL/LTD,B43,518,540,0.959259259
2015-11,Brooklyn,1,LCL/LTD,B44,603,630,0.957142857
2015-11,Brooklyn,1,LCL/LTD,B45,499,486,1.026748971
2015-11,Brooklyn,1,LCL/LTD,B46,2895,3060,0.946078431
2015-11,Brooklyn,1,LCL/LTD,B47,548,576,0.951388889
2015-11,Brooklyn,1,LCL/LTD,B48,351,342,1.026315789
2015-11,Brooklyn,1,LCL/LTD,B49,708,750,0.944
2015-11,Brooklyn,1,LCL/LTD,B52,836,846,0.988179669
2015-11,Brooklyn,1,LCL/LTD,B54,649,684,0.948830409
2015-11,Brooklyn,1,LCL/LTD,B57,393,414,0.949275362
2015-11,Brooklyn,1,LCL/LTD,B6,1578,1620,0.974074074
2015-11,Brooklyn,1,LCL/LTD,B60,581,612,0.949346405
2015-11,Brooklyn,1,LCL/LTD,B61,610,612,0.996732026
2015-11,Brooklyn,1,LCL/LTD,B62,480,486,0.987654321
2015-11,Brooklyn,1,LCL/LTD,B63,525,522,1.005747126
2015-11,Brooklyn,1,LCL/LTD,B64,394,396,0.994949495
2015-11,Brooklyn,1,LCL/LTD,B65,435,450,0.966666667
2015-11,Brooklyn,1,LCL/LTD,B67,323,342,0.944444444
2015-11,Brooklyn,1,LCL/LTD,B68,677,702,0.964387464
2015-11,Brooklyn,1,LCL/LTD,B69,308,324,0.950617284
2015-11,Brooklyn,1,LCL/LTD,B7,404,424,0.952830189
2015-11,Brooklyn,1,LCL/LTD,B70,395,396,0.997474747
2015-11,Brooklyn,1,LCL/LTD,B74,675,702,0.961538462
2015-11,Brooklyn,1,LCL/LTD,B8,803,846,0.949172577
2015-11,Brooklyn,1,LCL/LTD,B82,1143,1116,1.024193548
2015-11,Brooklyn,1,LCL/LTD,B83,699,738,0.947154472
2015-11,Brooklyn,1,LCL/LTD,B84,180,180,1
2015-11,Brooklyn,1,LCL/LTD,B9,295,312,0.945512821
2015-11,Brooklyn,2,LCL/LTD,B1,97,98,0.989795918
2015-11,Brooklyn,2,LCL/LTD,B100,147,150,0.98
2015-11,Brooklyn,2,LCL/LTD,B103,334,335,0.997014925
2015-11,Brooklyn,2,LCL/LTD,B11,228,231,0.987012987
2015-11,Brooklyn,2,LCL/LTD,B12,387,384,1.0078125
2015-11,Brooklyn,2,LCL/LTD,B13,134,132,1.015151515
2015-11,Brooklyn,2,LCL/LTD,B14,175,174,1.005747126
2015-11,Brooklyn,2,LCL/LTD,B15,385,380,1.013157895
2015-11,Brooklyn,2,LCL/LTD,B16,158,163,0.969325153
2015-11,Brooklyn,2,LCL/LTD,B17,279,296,0.942567568
2015-11,Brooklyn,2,LCL/LTD,B2,161,172,0.936046512
2015-11,Brooklyn,2,LCL/LTD,B20,183,185,0.989189189
2015-11,Brooklyn,2,LCL/LTD,B24,42,46,0.913043478
2015-11,Brooklyn,2,LCL/LTD,B25,261,264,0.988636364
2015-11,Brooklyn,2,LCL/LTD,B26,291,290,1.003448276
2015-11,Brooklyn,2,LCL/LTD,B3,340,336,1.011904762
2015-11,Brooklyn,2,LCL/LTD,B31,151,166,0.909638554
2015-11,Brooklyn,2,LCL/LTD,B32,106,110,0.963636364
2015-11,Brooklyn,2,LCL/LTD,B35,615,614,1.001628664
2015-11,Brooklyn,2,LCL/LTD,B36,237,240,0.9875
2015-11,Brooklyn,2,LCL/LTD,B37,112,116,0.965517241
2015-11,Brooklyn,2,LCL/LTD,B38,420,425,0.988235294
2015-11,Brooklyn,2,LCL/LTD,B4,151,154,0.980519481
2015-11,Brooklyn,2,LCL/LTD,B41,636,665,0.956390977
2015-11,Brooklyn,2,LCL/LTD,B43,181,184,0.983695652
2015-11,Brooklyn,2,LCL/LTD,B44,335,340,0.985294118
2015-11,Brooklyn,2,LCL/LTD,B45,205,209,0.980861244
2015-11,Brooklyn,2,LCL/LTD,B46,845,863,0.979142526
2015-11,Brooklyn,2,LCL/LTD,B47,208,216,0.962962963
2015-11,Brooklyn,2,LCL/LTD,B48,150,153,0.980392157
2015-11,Brooklyn,2,LCL/LTD,B49,198,209,0.947368421
2015-11,Brooklyn,2,LCL/LTD,B52,281,280,1.003571429
2015-11,Brooklyn,2,LCL/LTD,B54,220,233,0.944206009
2015-11,Brooklyn,2,LCL/LTD,B57,180,179,1.005586592
2015-11,Brooklyn,2,LCL/LTD,B6,549,563,0.975133215
2015-11,Brooklyn,2,LCL/LTD,B60,191,193,0.989637306
2015-11,Brooklyn,2,LCL/LTD,B61,236,234,1.008547009
2015-11,Brooklyn,2,LCL/LTD,B62,219,231,0.948051948
2015-11,Brooklyn,2,LCL/LTD,B63,222,226,0.982300885
2015-11,Brooklyn,2,LCL/LTD,B64,218,212,1.028301887
2015-11,Brooklyn,2,LCL/LTD,B65,155,156,0.993589744
2015-11,Brooklyn,2,LCL/LTD,B67,117,119,0.983193277
2015-11,Brooklyn,2,LCL/LTD,B68,350,353,0.991501416
2015-11,Brooklyn,2,LCL/LTD,B69,105,106,0.990566038
2015-11,Brooklyn,2,LCL/LTD,B7,151,158,0.955696203
2015-11,Brooklyn,2,LCL/LTD,B70,144,149,0.966442953
2015-11,Brooklyn,2,LCL/LTD,B74,217,228,0.951754386
2015-11,Brooklyn,2,LCL/LTD,B8,300,294,1.020408163
2015-11,Brooklyn,2,LCL/LTD,B82,328,329,0.996960486
2015-11,Brooklyn,2,LCL/LTD,B83,248,254,0.976377953
2015-11,Brooklyn,2,LCL/LTD,B84,61,60,1.016666667
2015-11,Brooklyn,2,LCL/LTD,B9,110,114,0.964912281
2015-11,Brooklyn,1,SBS,SB44,960,1010,0.95049505
2015-11,Brooklyn,2,SBS,SB44,291,301,0.966777409
2015-11,Manhattan,1,LCL/LTD,M1,1011,1044,0.968390805
2015-11,Manhattan,1,LCL/LTD,M10,576,576,1
2015-11,Manhattan,1,LCL/LTD,M100,667,684,0.975146199
2015-11,Manhattan,1,LCL/LTD,M101,879,900,0.976666667
2015-11,Manhattan,1,LCL/LTD,M102,507,558,0.908602151
2015-11,Manhattan,1,LCL/LTD,M103,426,468,0.91025641
2015-11,Manhattan,1,LCL/LTD,M104,560,576,0.972222222
2015-11,Manhattan,1,LCL/LTD,M106,358,360,0.994444444
2015-11,Manhattan,1,LCL/LTD,M11,525,540,0.972222222
2015-11,Manhattan,1,LCL/LTD,M116,774,784,0.987244898
2015-11,Manhattan,1,LCL/LTD,M12,179,180,0.994444444
2015-11,Manhattan,1,LCL/LTD,M14A,598,630,0.949206349
2015-11,Manhattan,1,LCL/LTD,M14D,1308,1350,0.968888889
2015-11,Manhattan,1,LCL/LTD,M15,573,594,0.964646465
2015-11,Manhattan,1,LCL/LTD,M2,567,612,0.926470588
2015-11,Manhattan,1,LCL/LTD,M20,305,342,0.891812865
2015-11,Manhattan,1,LCL/LTD,M21,322,324,0.99382716
2015-11,Manhattan,1,LCL/LTD,M22,489,486,1.00617284
2015-11,Manhattan,1,LCL/LTD,M23,685,702,0.975783476
2015-11,Manhattan,1,LCL/LTD,M3,493,486,1.014403292
2015-11,Manhattan,1,LCL/LTD,M31,685,684,1.001461988
2015-11,Manhattan,1,LCL/LTD,M4,900,990,0.909090909
2015-11,Manhattan,1,LCL/LTD,M42,1110,1152,0.963541667
2015-11,Manhattan,1,LCL/LTD,M5,695,770,0.902597403
2015-11,Manhattan,1,LCL/LTD,M50,346,360,0.961111111
2015-11,Manhattan,1,LCL/LTD,M57,575,594,0.968013468
2015-11,Manhattan,1,LCL/LTD,M66,1089,1152,0.9453125
2015-11,Manhattan,1,LCL/LTD,M7,637,666,0.956456456
2015-11,Manhattan,1,LCL/LTD,M72,565,576,0.980902778
2015-11,Manhattan,1,LCL/LTD,M79,1028,1062,0.967984934
2015-11,Manhattan,1,LCL/LTD,M8,381,396,0.962121212
2015-11,Manhattan,1,LCL/LTD,M9,500,540,0.925925926
2015-11,Manhattan,1,LCL/LTD,M96,1380,1440,0.958333333
2015-11,Manhattan,1,LCL/LTD,M98,457,450,1.015555556
2015-11,Manhattan,2,LCL/LTD,M1,205,213,0.962441315
2015-11,Manhattan,2,LCL/LTD,M10,213,210,1.014285714
2015-11,Manhattan,2,LCL/LTD,M100,253,251,1.007968127
2015-11,Manhattan,2,LCL/LTD,M101,334,341,0.979472141
2015-11,Manhattan,2,LCL/LTD,M102,306,322,0.950310559
2015-11,Manhattan,2,LCL/LTD,M103,223,232,0.961206897
2015-11,Manhattan,2,LCL/LTD,M104,404,474,0.852320675
2015-11,Manhattan,2,LCL/LTD,M106,70,70,1
2015-11,Manhattan,2,LCL/LTD,M11,238,286,0.832167832
2015-11,Manhattan,2,LCL/LTD,M116,290,294,0.986394558
2015-11,Manhattan,2,LCL/LTD,M12,87,90,0.966666667
2015-11,Manhattan,2,LCL/LTD,M14A,328,381,0.860892388
2015-11,Manhattan,2,LCL/LTD,M14D,419,435,0.963218391
2015-11,Manhattan,2,LCL/LTD,M15,233,242,0.962809917
2015-11,Manhattan,2,LCL/LTD,M2,270,275,0.981818182
2015-11,Manhattan,2,LCL/LTD,M20,159,217,0.732718894
2015-11,Manhattan,2,LCL/LTD,M21,93,92,1.010869565
2015-11,Manhattan,2,LCL/LTD,M22,143,143,1
2015-11,Manhattan,2,LCL/LTD,M23,218,218,1
2015-11,Manhattan,2,LCL/LTD,M3,216,229,0.943231441
2015-11,Manhattan,2,LCL/LTD,M31,189,195,0.969230769
2015-11,Manhattan,2,LCL/LTD,M4,246,258,0.953488372
2015-11,Manhattan,2,LCL/LTD,M42,256,261,0.980842912
2015-11,Manhattan,2,LCL/LTD,M5,195,201,0.970149254
2015-11,Manhattan,2,LCL/LTD,M50,105,106,0.990566038
2015-11,Manhattan,2,LCL/LTD,M57,193,195,0.98974359
2015-11,Manhattan,2,LCL/LTD,M66,236,245,0.963265306
2015-11,Manhattan,2,LCL/LTD,M7,340,337,1.008902077
2015-11,Manhattan,2,LCL/LTD,M72,167,170,0.982352941
2015-11,Manhattan,2,LCL/LTD,M79,282,287,0.982578397
2015-11,Manhattan,2,LCL/LTD,M8,95,96,0.989583333
2015-11,Manhattan,2,LCL/LTD,M9,134,141,0.95035461
2015-11,Manhattan,2,LCL/LTD,M96,308,310,0.993548387
2015-11,Manhattan,2,LCL/LTD,M98,20,21,0.952380952
2015-11,Manhattan,1,SBS,M34,552,558,0.989247312
2015-11,Manhattan,1,SBS,M34A,558,576,0.96875
2015-11,Manhattan,1,SBS,SBS15,1173,1224,0.958333333
2015-11,Manhattan,1,SBS,SBS60,613,648,0.945987654
2015-11,Manhattan,1,SBS,SBS86,1245,1278,0.974178404
2015-11,Manhattan,2,SBS,M34,132,138,0.956521739
2015-11,Manhattan,2,SBS,M34A,135,138,0.97826087
2015-11,Manhattan,2,SBS,SBS15,278,294,0.945578231
2015-11,Manhattan,2,SBS,SBS60,321,332,0.96686747
2015-11,Manhattan,2,SBS,SBS86,393,401,0.980049875
2015-11,Queens,1,EXP,QM1,399,414,0.963768116
2015-11,Queens,1,EXP,QM10,308,324,0.950617284
2015-11,Queens,1,EXP,QM11,297,306,0.970588235
2015-11,Queens,1,EXP,QM12,343,354,0.968926554
2015-11,Queens,1,EXP,QM15,555,576,0.963541667
2015-11,Queens,1,EXP,QM17,234,252,0.928571429
2015-11,Queens,1,EXP,QM18,143,142,1.007042254
2015-11,Queens,1,EXP,QM2,647,684,0.945906433
2015-11,Queens,1,EXP,QM20,442,450,0.982222222
2015-11,Queens,1,EXP,QM21,166,161,1.031055901
2015-11,Queens,1,EXP,QM24,260,252,1.031746032
2015-11,Queens,1,EXP,QM25,106,108,0.981481481
2015-11,Queens,1,EXP,QM4,179,214,0.836448598
2015-11,Queens,1,EXP,QM5,702,756,0.928571429
2015-11,Queens,1,EXP,QM6,400,410,0.975609756
2015-11,Queens,1,EXP,QM7,366,378,0.968253968
2015-11,Queens,1,EXP,QM8,168,167,1.005988024
2015-11,Queens,1,EXP,X63,357,360,0.991666667
2015-11,Queens,1,EXP,X64,212,231,0.917748918
2015-11,Queens,1,EXP,X68,299,324,0.922839506
2015-11,Queens,2,EXP,QM1,21,20,1.05
2015-11,Queens,2,EXP,QM10,18,19,0.947368421
2015-11,Queens,2,EXP,QM11,14,15,0.933333333
2015-11,Queens,2,EXP,QM12,20,20,1
2015-11,Queens,2,EXP,QM15,36,34,1.058823529
2015-11,Queens,2,EXP,QM17,11,12,0.916666667
2015-11,Queens,2,EXP,QM18,8,8,1
2015-11,Queens,2,EXP,QM2,68,66,1.03030303
2015-11,Queens,2,EXP,QM20,18,18,1
2015-11,Queens,2,EXP,QM21,11,9,1.222222222
2015-11,Queens,2,EXP,QM24,12,12,1
2015-11,Queens,2,EXP,QM25,6,6,1
2015-11,Queens,2,EXP,QM4,44,46,0.956521739
2015-11,Queens,2,EXP,QM5,70,66,1.060606061
2015-11,Queens,2,EXP,QM6,60,59,1.016949153
2015-11,Queens,2,EXP,QM7,17,17,1
2015-11,Queens,2,EXP,QM8,9,9,1
2015-11,Queens,2,EXP,X63,10,10,1
2015-11,Queens,2,EXP,X64,9,9,1
2015-11,Queens,2,EXP,X68,11,11,1
2015-11,Queens,1,LCL/LTD,Q1,558,576,0.96875
2015-11,Queens,1,LCL/LTD,Q10,1372,1458,0.941015089
2015-11,Queens,1,LCL/LTD,Q100,385,396,0.972222222
2015-11,Queens,1,LCL/LTD,Q101,401,432,0.928240741
2015-11,Queens,1,LCL/LTD,Q102,281,288,0.975694444
2015-11,Queens,1,LCL/LTD,Q103,304,306,0.993464052
2015-11,Queens,1,LCL/LTD,Q104,261,252,1.035714286
2015-11,Queens,1,LCL/LTD,Q11,477,504,0.946428571
2015-11,Queens,1,LCL/LTD,Q110,542,594,0.912457912
2015-11,Queens,1,LCL/LTD,Q111,1570,1728,0.908564815
2015-11,Queens,1,LCL/LTD,Q112,604,612,0.986928105
2015-11,Queens,1,LCL/LTD,Q113,430,468,0.918803419
2015-11,Queens,1,LCL/LTD,Q114,439,468,0.938034188
2015-11,Queens,1,LCL/LTD,Q12,984,1044,0.942528736
